TimeStamp;AngleElbowRight;AngleWristRight;AngleShoulderRight;AngleElbowLeft;AngleWristLeft;AngleShoulderLeft;LShoulderElbow;LElbowWrist
297568453;136.2579672;178.1394376;97.23752583;146.9125268;167.5263087;130.0753333;0.171529159;0.22614654
297568484;157.4885622;136.1169911;97.21744577;146.9852831;167.4765654;130.0542399;0.171536108;0.22573208
297568531;135.9951405;178.0106768;97.19320077;147.0211957;166.6782854;130.0204889;0.171539548;0.22615358
297568546;157.1328411;135.2387644;97.16672089;147.016142;165.750867;129.9859308;0.171550996;0.225755398
297568578;158.2342371;136.4173731;97.0096963;147.0539098;165.9118238;129.9904101;0.171596293;0.209248395
297568625;135.3480201;177.9608347;96.96041613;144.8302096;169.4361733;130.0017161;0.171605333;0.226165325
297568656;135.1978344;176.3214783;96.72979006;145.0949381;167.7973084;129.9824058;0.171654446;0.226165067
297568687;134.7309259;174.3605161;96.46489201;145.0585066;166.493545;130.035421;0.171708536;0.226168507
297568718;133.4917005;174.0347551;95.86348031;145.4571661;160.4032046;130.1291341;0.171829485;0.2261773
297568750;156.6771503;127.3328189;95.75932614;144.8245543;160.1836388;131.6228583;0.171948746;0.211609917
297568781;156.0946097;146.0882174;96.17954832;140.7759854;164.1338542;132.3128801;0.171298185;0.225718084
297568828;157.7911932;140.7026845;96.25664663;137.2052178;162.089557;132.9815868;0.17131917;0.218573728
297568843;157.9255889;138.6459485;95.87187111;127.4916728;164.7253962;133.3723035;0.171450883;0.209559475
297568890;157.7204387;136.821747;95.02013284;128.9530993;139.8098598;134.2208472;0.171682276;0.205941614
297568906;157.7349914;137.0957643;94.4111374;119.7753393;151.4177872;134.614964;0.171865208;0.203631919
297568953;157.6076791;132.5305104;93.66581012;108.541571;109.7461043;135.0278906;0.172049307;0.198957836
297568984;137.7891636;132.8938088;122.6965291;112.0567756;149.8665752;134.9432163;0.19117185;0.198560106
297569015;136.9368832;131.9191049;123.014858;112.8741082;143.2955429;135.0960376;0.193875917;0.19624519
297569046;136.5991221;128.9361487;122.7344166;114.7390282;136.564325;133.9652249;0.195169968;0.194478485
297569078;134.9508913;124.4966736;122.8670261;104.0018835;159.7533588;134.2057545;0.196433014;0.210229877
297569125;136.1524302;122.6949085;123.0123449;103.8621181;152.5264302;133.9960099;0.195970048;0.198010661
297569156;134.6873855;115.8878407;123.3613388;101.5357074;151.6159464;134.0409553;0.193830017;0.217024816
297569187;129.050591;166.6820844;123.6935533;99.82992001;149.9458885;134.1473225;0.193147934;0.225345142
297569218;129.1844498;167.0187655;123.9643208;96.62059285;152.5962591;134.1108358;0.193221656;0.225342525
297569250;129.2217401;166.9886304;124.3009125;94.97406688;151.08699;134.3835693;0.192791735;0.225343039
297569281;129.5378239;167.2433659;124.6763526;93.67217311;147.9974193;134.5888935;0.192753248;0.225328377
297569312;129.6515039;170.6238159;124.9348097;92.01111414;147.1679899;134.5723541;0.192574662;0.225325614
297569359;129.8666465;170.8444365;125.0772538;91.0194596;143.8242771;134.3789039;0.192624886;0.225318532
297569390;129.9300381;170.6613523;125.1671141;98.27610252;152.1550457;126.9706206;0.192649609;0.2253186
297569421;130.1585359;170.7311298;125.5549465;93.98640533;160.6006252;127.0705236;0.191251073;0.225304792
297569453;130.0739522;170.59133;125.6333232;92.83733853;161.7985816;127.0136047;0.192599447;0.225310995
297569484;130.0555462;170.7836213;125.7609123;91.81438694;162.3641022;126.9247472;0.192671596;0.225310113
297569515;130.1393908;170.2262574;125.894169;91.54016644;162.700262;126.8366668;0.193139062;0.225303806
297569546;130.1302998;170.4825207;125.9522256;91.40752698;163.5073036;126.7210516;0.193252483;0.225306245
297569593;130.158136;170.3454947;126.0507392;91.3240409;165.0829281;126.8306327;0.193546529;0.225307003
297569625;130.1789935;170.4933395;126.0783757;92.46740248;160.6472554;126.8713107;0.193552983;0.225306624
297569656;130.2521307;170.6183595;126.0588541;91.80317513;165.2912439;126.8930035;0.193646063;0.225304015
297569687;130.3066916;170.3074849;126.014263;92.24144625;167.2671276;126.8805463;0.19374108;0.225303613
297569718;130.3581393;170.7324668;125.9744281;92.09657911;168.0226811;126.881843;0.193753694;0.225302266
297569750;130.1311562;167.2116456;126.0287408;92.92216131;169.3229064;126.9162832;0.194545959;0.225302329
297569781;130.1095046;170.6483075;126.0095982;93.47910025;170.6256253;126.9221944;0.194764675;0.225301308
297569828;129.7644912;170.8724831;126.0573713;94.25585738;171.354762;126.8845755;0.195985137;0.225306616
297569859;129.7540713;170.6195652;125.9391009;95.52825048;172.2333773;126.8629855;0.195995394;0.225304631
297569890;129.8054242;167.2311962;125.8749605;97.04356682;172.3985537;126.8227367;0.195009687;0.225302462
297569921;133.4802777;155.5446293;125.7898514;100.4424479;168.2405948;126.3716222;0.1951936;0.224086769
297569953;133.3711024;155.985572;125.6614388;102.3096811;167.7945049;126.404759;0.195977463;0.224094213
297570000;136.061475;143.4936415;125.5260358;106.035198;162.7463449;126.5441407;0.195645324;0.198006654
297570015;136.6136104;143.4515761;125.3777121;109.9224767;156.3973773;126.7222856;0.194273965;0.1956566
297570062;137.0330025;143.5929621;125.1005624;111.1540749;153.285229;126.9102994;0.194126151;0.191690183
297570078;137.7239882;142.5166199;124.7539989;99.4331819;161.1223548;134.9065949;0.194067498;0.189237801
297570125;137.6991568;151.089837;124.4134227;101.6982529;161.4855103;134.86271;0.194023251;0.189055464
297570156;137.7459331;151.5920447;124.2197739;103.7427272;160.680638;134.9056793;0.193947093;0.188695313
297570187;137.4955311;151.8950025;124.1603972;105.9729257;158.2252007;134.9522281;0.19503182;0.188186024
